ID;Hindi Synset ID;Sanskrit;Hindi;Assamiya;Oriya;Urdu;Kannada;Kashmiri;Gujarati;Tamil;Telugu;Punjabi;Bangla;Marathi;Malayalam;Sindhi
1285;7233;वृद्धि;वृद्धि;वृद्धि;बृद्धि;null;वृद्धि;null;वृद्धि;वृद्धि;वृद्धि;null;वृद्धि;वृद्धि;वृद्धि;वृद्धि
1286;5800;वेग;वेग;वेग;बेग;null;वेग;null;वेग;वेगम्;वेगमु;वेग;वेग;वेग;वेगम्;null
1287;7569;वेतन;वेतन;वेतन;बेतन;null;वेतन;null;वेतन;वेतनम्;वेतनमु;वेतन;वेतन;वेतन;वेतनम्;वेतन
1288;4651;वेश्या;वेश्या;वेश्या;वेश्या;null;वेश्या;वेश्या;वेश्या;वेश्या;null;वेश्य;वेश्या;वेश्या;वेश्या;वेश्या
1289;2141;वैज्ञानिक;वैज्ञानिक;वैज्ञानिक;बैज्ञानिक;null;वैज्ञानिक;null;वैज्ञानिक;null;वैज्ञानिकमु;वैज्ञानिक;वैज्ञानिक;वैज्ञानिक;वैज्ञानिकन्;वैज्ञानिक
1290;3322;वैद्य;वैद्य;वैद्य;बैद्य;null;वैद्य;वैद्य;वैद्य;बैद्यदियन्;वैद्युडु;वैद्य;वैद्य;वैद्य;वैद्यन्;वैद्य
1291;5781;वैध;वैध;वैध;बैध;null;वैध;null;वैध;null;null;null;वैध;null;वैधम्;null
1292;3051;वैभव;वैभव;वैभव;बैभव;null;वैभव;वैभव;वैभव;वैभवम्;वैभवमु;वैभव;वैभव;वैभव;वैभवम्;null
1293;33736;वैमानिक;वैमानिक;वैमानिक;बैमानिक;null;वैमानिक;वैमानिक;वैमानिक;null;वैमानिकुडु;वैमानिक;null;वैमानिक;वैमानिकन्;null
1294;143;वैराग्य;वैराग्य;वैराग्य;बैराग्य;null;वैराग्य;वैराग्य;वैराग्य;वैराग्गियम्;वैराग्यमु;वैराग्य;वैराग्य;वैराग्य;वैराग्यम्;वैराग्य
1295;3858;व्यंग्य;व्यंग्य;व्यंग्य;व्यंग्य;null;व्यंग्य;null;व्यंग्य;व्यंगियम्;व्यंग्यमु;व्यंग्य;व्यंग्य;व्यंग्य;व्यंग्यम्;व्यंग्य
1296;4041;व्यक्त;व्यक्त;व्यक्त;व्यक्त;null;व्यक्त;व्यक्त;व्यक्त;null;व्यक्तमु;व्यक्त;व्यक्त;व्यक्त;व्यक्तम्;व्यक्त
1297;196;व्यक्ति;व्यक्ति;व्यक्ति;व्यक्ति;null;व्यक्ति;null;व्यक्ति;null;व्यक्ति;व्यक्ति;व्यक्ति;व्यक्ति;व्यक्ति;व्यक्ति
1298;3385;व्यक्तित्व;व्यक्तित्व;व्यक्तित्व;व्यक्तित्व;null;व्यक्तित्व;null;व्यक्तित्व;null;व्यक्तित्वमु;व्यक्तित्व;व्यक्तित्व;व्यक्तित्व;व्यक्तित्वम्;व्यक्तित्व
1299;2623;व्यतीत;व्यतीत;व्यतीत;व्यतीत;null;व्यतीत;व्यतीत;व्यतीत;null;व्यतीतमु;व्यतीत;व्यतीत;व्यतीत;व्यतीतम्;व्यतीत
1300;4567;व्यथा;व्यथा;व्यथा;ब्यथा;null;व्यथा;null;व्यथा;null;व्यथा;व्यथा;व्यथा;व्यथा;व्यथा;व्यथा
1301;10580;व्यभिचार;व्यभिचार;व्यभिचार;ब्यभिचार;null;व्यभिचार;व्यभिचार;व्यभिचार;व्यभिचारम्;व्यभिचारमु;व्यभिचार;व्यभिचार;व्यभिचार;व्यभिचारम्;व्यभिचार
1302;4631;व्यय;व्यय;व्यय;ब्यय;null;व्यय;null;व्यय;null;व्ययमु;व्यय;व्यय;व्यय;व्ययम्;null
1303;6491;व्यर्थ;व्यर्थ;व्यर्थ;ब्यर्थ;null;व्यर्थ;null;व्यर्थ;व्यर्थम्;व्यर्थमु;व्यर्थ;व्यर्थ;व्यर्थ;व्यर्थम्;व्यर्थ
1304;4160;व्यवसाय;व्यवसाय;व्यवसाय;ब्यवसाय;null;व्यवसाय;null;व्यवसाय;व्यवसायम्;व्यवसायमु;null;व्यवसाय;व्यवसाय;व्यवसायम्;व्यवसाय
1305;5773;व्यवस्था;व्यवस्था;व्यवस्था;ब्यवस्था;null;व्यवस्था;व्यवस्था;व्यवस्था;विवस्थै;व्यवस्थ;व्यवस्था;व्यवस्था;व्यवस्था;व्यवस्था;व्यवस्था
1306;1843;व्यवहार;व्यवहार;व्यवहार;ब्यवहार;null;व्यवहार;व्यवहार;व्यवहार;व्यवहारम्;व्यवहारमु;व्यवहार;ब्यवहार;व्यवहार;व्यवहारम्;व्यवहार
1307;8029;व्यसन;व्यसन;व्यसन;व्यसन;null;व्यसन;व्यसन;व्यसन;null;व्यसनमु;null;व्यसन;व्यसन;व्यसनम्;null
1308;8029;व्यस्त;व्यस्त;व्यस्त;ब्यस्त;null;व्यस्त;null;व्यस्त;null;व्यस्तमु;null;व्यस्त;व्यस्त;व्यस्तन्;व्यस्त
1309;23481;व्याख्यान;व्याख्यान;व्याख्यान;ब्याख्यान;null;व्याख्यान;व्याख्यान;व्याख्यान;व्याख्यानम्;व्याख्यानमु;व्याख्यान;व्याख्यान;व्याख्यान;व्याख्यानम्;व्याख्यान
1310;895;व्यापक;व्यापक;व्यापक;ब्यापक;null;व्यापक;व्यापक;व्यापक;null;व्यापकमु;व्यापक;व्यापक;व्यापक;व्यापकम्;व्यापक
1311;96;व्यापार;व्यापार;व्यापार;ब्यापार;null;व्यापार;व्यापार;व्यापार;व्यापारम्;व्यापारमु;व्यापार;व्यापार;व्यापार;व्यापारम्;व्यापार
1312;5939;व्यायाम;व्यायाम;व्यायाम;ब्यायाम;null;व्यायाम;व्यायाम;व्यायाम;null;व्यायाममु;व्यायाम;व्यायाम;व्यायाम;व्यायामम्;व्यायाम
1313;10071;व्युत्पत्ति;व्युत्पत्ति;व्युत्पत्ति;ब्युत्पत्ति;null;व्युत्पत्ति;व्युत्पत्ति;व्युत्पत्ति;null;व्युत्पत्ति;व्युत्पत्ति;व्युत्पत्ति;व्युत्पत्ति;व्युत्पत्ति;व्युत्पत्ति
1314;8003;व्रत;व्रत;व्रत;ब्रत;null;व्रत;व्रत;व्रत;व्रदम्;व्रतमु;व्रत;व्रत;व्रत;व्रतम्;व्रत
1315;2158;शंका;शंका;शंका;शंका;null;शंका;शंका;शंका;शंगै;शंक;शंका;शंका;शंका;शंका;शंका
1316;269;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति;शक्ति
1317;6210;शत्रु;शत्रु;शत्रु;शत्रु;null;शत्रु;शत्रु;शत्रु;शत्रु;शत्रुवु;शत्रु;शत्रु;शत्रु;शत्रु;शत्रु
1318;9967;शब्द;शब्द;शब्द;शब्द;शब्द;शब्द;शब्द;शब्द;शब्दम्;शब्दमु;शब्द;शब्द;शब्द;शब्दम्;शब्द
1319;10088;शब्दावली;शब्दावली;शब्दावली;शब्दावली;null;null;null;शब्दावली;null;शब्दावली;शब्दावली;शब्दावली;null;शब्दावली;शब्दावली
1320;8042;शयन;शयन;शयन;शयन;null;शयन;शयन;शयन;शयनम्;शयनमु;शयन;शयन;शयन;शयनम्;शयन
1321;3284;शय्या;शय्या;शय्या;शज्या;null;शय्या;शय्या;शय्या;null;शय्य;शय्या;शय्या;शय्या;शय्या;शय्या
1322;3622;शरण;शरण;शरण;शरण;null;शरण;शरण;शरण;शरणम्;शरणमु;शरण;शरण;शरण;शरणम्;शरण
1323;1961;शरीर;शरीर;शरीर;शरीर;null;शरीर;शरीर;शरीर;शरीरम्;शरीरमु;शरीर;शरीर;शरीर;शरीरम्;शरीर
1324;22145;शल्य;शल्य;शल्य;शल्य;null;शल्य;null;शल्य;null;शल्यमु;null;शल्य;शल्य;शल्यम्;शल्य
1325;1303;शव;शव;शव;शब;null;शव;शव;शव;शवम्;शव;शव;शव;शव;शवम्;शव
1326;3264;शस्त्र;शस्त्र;शस्त्र;शस्त्र;शस्त्र;शस्त्र;शस्त्र;शस्त्र;शस्त्रम्;शस्त्रमु;शस्त्र;शस्त्र;शस्त्र;शस्त्रम्;शस्त्र
1327;1799;शस्य;शस्य;शस्य;शस्य;null;शस्य;null;शस्य;शस्यम्;शस्यमु;null;शस्य;शस्य;शस्यम्;null
1328;4661;शांति;शांति;शांति;शांति;शांति;शांति;शांति;शांति;शान्ति;शांति;शांति;शांति;शांति;शांति;शांति
1329;644;शाखा;शाखा;शाखा;शाखा;null;शाखा;शाखा;शाखा;null;शाखा;शाखा;शाखा;शाखा;शाखा;शाखा
1330;3008;शाप;शाप;शाप;शाप;null;शाप;शाप;शाप;शाबम्;शापमु;शाप;शाप;शाप;शापम्;शाप
1331;1009;शासन;शासन;शासन;शासन;null;शासन;null;शासन;शासनम्;शासनमु;शासन;शासन;शासन;शासननम्;शासन
1332;6009;शास्त्र;शास्त्र;शास्त्र;शास्त्र;शास्त्र;शास्त्र;शास्त्र;शास्त्र;शास्त्र;शास्त्रमु;शास्त्र;शास्त्र;शास्त्र;शास्त्रम्;शास्त्र
1333;5987;शिक्षा;शिक्षा;शिक्षा;शिक्षा;null;शिक्षा;शिक्षा;शिक्षा;शिक्षै;शिक्ष;शिक्षा;शिक्षा;शिक्षा;शिक्षा;शिक्षा
1334;1020;शिखर;शिखर;शिखर;शिखर;null;शिखर;null;शिखार;शिखरम्;शिखरमु;शिखर;शिखर;शिखर;शिखरम्;शिखर
1335;5885;शिथिल;शिथिल;शिथिल;शिथिल;null;शिथिल;null;शिथिल;null;शिथिल;null;शिथिल;शिथिल;शिथिलम्;null
1336;not in HWN;शिर;शिर;शिर;शिर;null;शिर;शिर;शिर;शिरसु;शिरस्सु;शिर;शिर;शिर;शिरस्स्;null
1337;2690;शिला;शिला;शिला;शिला;null;शिला;शिला;शिला;शिला;शिल;शिला;शिला;शिला;शिला;शिला
1338;28579;शिल्प;शिल्प;शिल्प;शिळ्प;null;शिल्प;null;शिल्प;शिल्पम्;शिल्पमु;शिल्प;शिल्प;शिल्प;शिल्पम्;शिल्प
1339;7083;शिशु;शिशु;शिशु;शिशु;null;शिशु;शिशु;शिशु;शिशु;शिशुवु;शिशु;शिशु;शिशु;शिशु;शिशु
1340;31;शिष्ट;शिष्ट;शिष्ट;शिष्ट;null;शिष्ट;शिष्ट;शिष्ट;null;शिष्ट;शिष्ट;शिष्ट;शिष्ट;शिष्टन्;null
1341;10110;शिष्टाचार;शिष्टाचार;शिष्टाचार;शिष्टाचार;null;शिष्टाचार;null;शिष्टाचार;null;शिष्टाचारमु;शिष्टाचार;शिष्टाचार;शिष्टाचार;शिष्टाचारम्;शिष्टाचार
1342;1794;शिष्य;शिष्य;शिष्य;शिष्य;null;शिष्य;शिष्य;शिष्य;शिष्यन्;शिष्युडु;शिष्य;शिष्य;शिष्य;शिष्यन्;शिष्य
1343;3293;शीत;शीत;शीत;शीत;null;शीत;शीत;शीत;null;शीतमु;शीत;शीत;शीत;शीतम्;null
1344;1877;शीर्षक;शीर्षक;शीर्षक;शीर्षक;null;शीर्षक;null;शीर्षक;null;शीर्षक;शीर्षक;शीर्षक;शीर्षक;शीर्षकम्;शीर्षक
1345;28834;शील;शील;शील;शीळ;null;शील;null;शील;शीलम्;शीलमु;null;शील;शील;शीलम्;शील
1346;924;शुक्ल;शुक्ल;शुक्ल;शुक्ल;null;शुक्ल;शुक्ल;शुक्ल;शुक्लम्;शुक्लमु;शुक्ल;शुक्ल;शुक्ल;शुक्लम्;शुक्ल
1347;1914;शुद्ध;शुद्ध;शुद्ध;शुद्ध;शुद्ध;शुद्ध;शुद्ध;शुद्ध;शुद्धम्;शुद्धमु;शुद्ध;शुद्ध;शुद्ध;शुद्धम्;शुद्ध
1348;11763;शुभ;शुभ;शुभ;शुभ;null;शुभ;शुभ;शुभ;शुभम्;शुभमु;शुभ;शुभ;शुभ;शुभम्;शुभ
1349;1296;शुभ्र;शुभ्र;शुभ्र;शुभ्र;null;शुभ्र;शुभ्र;शुभ्र;शुभ्रम्;शुभ्रमु;null;शुभ्र;शुभ्र;शुभ्रम्;null
1350;11525;शुल्क;शुल्क;शुल्क;शुल्क;null;शुल्क;शुल्क;शुल्क;null;शुल्कमु;null;शुल्क;शुल्क;शुल्कम्;शुल्क
1351;4021;शुष्क;शुष्क;शुष्क;शुष्क;शुष्क;शुष्क;शुष्क;शुष्क;शुष्कम्;शुष्कमु;शुष्क;शुष्क;शुष्क;शुष्कम्;शुष्क
1352;11544;शून्य;शून्य;शून्य;शून्य;null;शून्य;शून्य;शून्य;शून्यम्;शून्यमु;शून्य;शून्य;शून्य;शून्यम्;शून्य
1353;5452;श्रृंखला;श्रृंखला;श्रृंखला;श्रृंखला;null;श्रृंखला;श्रृंखला;श्रृंखला;null;श्रृंखल;श्रृंखला;श्रृंखला;श्रृंखला;श्रृंखला;श्रृंखला
1354;8490;श्रृंगार;श्रृंगार;श्रृंगार;श्रृंगार;null;श्रृंगार;श्रृंगार;श्रृंगार;श्रृंगार;श्रृंगारमु;श्रृंगार;श्रृंगार;श्रृंगार;श्रृंगार;श्रृंगार
1355;7074;शेष;शेष;शेष;शेष;null;शेष;null;शेष;शेषम्;शेषमु;शेष;शेष;शेष;शेषम्;शेष
1356;5866;शैली;शैली;शैली;शैली;null;शैली;null;शैलि;null;शैली;शैली;शैली;शैली;शैली;शैली
1357;7081;शैशव;शैशव;शैशव;शैशव;null;शैशव;null;शैशव;शैशवम्;शैशवमु;शैशव;शैशव;शैशव;शैशवम्;null
1358;5293;शोक;शोक;शोक;शोक;null;शोक;शोक;शोक;शोगम्;शोकमु;शोक;शोक;शोक;शोकम्;शोक
1359;5328;शोभा;शोभा;शोभा;शोभा;null;शोभा;शोभा;शोभा;शोभम्;शोभ;शोभा;शोभा;शोभा;शोभा;शोभा
1360;25564;शोषण;शोषण;शोषण;शोषण;null;शोषण;शोषण;शोषण;null;शोष;शोषण;शोषण;शोषण;शोषणम्;शोषण
1361;10123;शौच;शौच;शौच;शौच;null;शौच;शौच;शौच;शौचम्;शौचमु;शौच;शौच;शौच;शौचम्;null
1362;2134;श्मशान;श्मशान;श्मशान;श्मशान;null;श्मशान;श्मशान;श्मशान;श्मशानम्;श्मशानमु;श्मशान;श्मशान;श्मशान;श्मशानम्;श्मशान
1363;1786;श्रम;श्रम;श्रम;श्रम;null;श्रम;श्रम;श्रम;श्रमम्;श्रम;श्रम;श्रम;श्रम;श्रमम्;श्रम
1364;11352;श्रवण;श्रवण;श्रवण;श्रवण;null;श्रवण;null;श्रवण;श्रवणम्;श्रवणमु;श्रवण;श्रवण;श्रवण;श्रवणम्;श्रवण
1365;12923;श्राद्ध;श्राद्ध;श्राद्ध;श्राद्ध;null;श्राद्ध;श्राद्ध;श्राद्ध;श्राद्धम्;श्राद्धमु;श्राद्ध;श्राद्ध;श्राद्ध;श्राद्धम्;श्राद्ध
1366;16054;श्री;श्री;श्री;श्री;null;श्री;श्री;श्री;श्री;श्री;श्री;श्री;श्री;श्री;श्री
1367;not in HWN;श्रेणी;श्रेणि;श्रेणी;श्रेणि;null;श्रेणी;null;श्रेणी;श्रेणी;null;श्रेणि;श्रेणी;श्रेणी;श्रेणि;श्रेणी
1368;10128;श्रेय;श्रेय;श्रेय;श्रेय;null;श्रेय;null;श्रेय;null;श्रेयस्सु;null;श्रेय;श्रेयस्स्;null;श्रेय
1369;2360;श्रेष्ठ;श्रेष्ठ;श्रेष्ठ;श्रेष्ठ;null;श्रेष्ठ;श्रेष्ठ;श्रेष्ठ;श्रेष्ठम्;श्रेष्ठमु;श्रेष्ठ;श्रेष्ठ;श्रेष्ठ;श्रेष्ठन्;श्रेष्ठ
1370;3632;श्लाघा;श्लाघा;श्लाघा;श्लाघा;null;श्लाघा;null;श्लाघा;null;श्लाघा;null;श्लाघा;श्लाघा;null;null
1371;6098;श्वास;श्वास;श्वास;श्वास;null;श्वास;श्वास;श्वास;श्वासम्;श्वासमु;श्वास;श्वास;श्वास;श्वासम्;श्वास
1372;1296;श्वेत;श्वेत;श्वेत;श्वेत;null;श्वेत;श्वेत;श्वेत;श्वेतम्;श्वेतमु;श्वेत;श्वेत;श्वेत;श्वेतम्;null
1373;3656;संकट;संकट;संकट;संकट;संकट;संकट;संकट;संकट;संगडम्;संकटमु;संकट;संकट;संकट;संकटम्;संकट
1374;5772;संकल्प;संकल्प;संकल्प;संकल्प;संकल्प;संकल्प;संकल्प;संकल्प;संकल्प;संकल्पमु;संकल्प;संकल्प;संकल्प;संकल्पम्;संकल्प
1375;3094;संकीर्ण;संकीर्ण;संकीर्ण;संकीर्ण;null;संकीर्ण;null;संकीर्ण;संकीर्णम्;संकीर्णमु;संकीरण;संकीर्ण;संकीर्ण;संकीर्णम्;संकीर्ण
1376;3875;संकोच;संकोच;संकोच;संकोच;संकोच;संकोच;संकोच;संकोच;संकोचम्;संकोचमु;संकोच;संकोच;संकोच;संकोचम्;संकोच
1377;8120;संक्रांति;संक्रांति;संक्रांति;संक्रांति;null;संक्रांति;संक्रांति;संक्रांति;संक्रांति;संक्रांति;संक्रांति;संक्रांति;संक्रांति;संक्रांति;संक्रांति
1378;3852;संक्षेप;संक्षेप;संक्षेप;संख्येप;null;संक्षेप;null;संक्षेप;संक्षेपम्;संक्षेपमु;संक्षेप;संक्षेप;संक्षेप;संक्षेपम्;संक्षेप
1379;3282;संख्या;संख्या;संख्या;संख्या;null;संख्या;संख्या;संख्या;null;संख्य;संख्या;संख्या;संख्या;संख्या;संख्या
1380;8130;संगति;संगति;संगति;संगति;संगति;संगति;संगति;संगति;null;संगति;संगति;संगति;संगति;संगति;संगति
1381;7656;संगम;संगम;संगम;संगम;संगम;संगम;संगम;संगम;संगमम्;संगममु;संगम;संगम;संगम;संगमम्;संगम
1382;12645;संग्रह;संग्रह;संग्रह;संग्रह;null;संग्रह;संग्रह;संग्रह;संग्रहम्;संग्रहमु;संग्रह;संग्रह;संग्रह;संग्रहम्;संग्रह
1383;2189;संग्राम;संग्राम;संग्राम;संग्राम;संग्राम;संग्राम;संग्राम;संग्राम;संग्रामम्;संग्राममु;संग्राम;संग्राम;संग्राम;संग्रामम्;संग्राम
1384;4978;संघ;संघ;संघ;संघ;null;संघ;संघ;संघ;संघम्;संघमु;संघ;संघ;संघ;संघम्;संघ
1385;28965;संचरण;संचरण;संचरण;संचरण;null;संचरण;null;संचरण;null;संचरणमु;संचरण;संचरण;null;null;null
1386;28968;संचार;संचार;संचार;संचार;null;संचार;null;संचार;संजारम्;null;संचार;संचार;संचार;संचारम्;संचार
1387;12654;संचालन;संचालन;संचालन;संचालन;null;संचालन;null;संचालन;null;संचालनमु;संचालन;संचालन;संचालन;संचालनम्;संचालन
1388;3645;संतान;संतान;संतान;संतान;संतान;संतान;संतान;संतान;संदानम्;संतानमु;संतान;संतान;संतान;संतानम्;संतान
1389;11235;संतुलन;संतुलन;संतुलन;संतुलन;null;संतुलन;null;संतुलन;null;संतुलनुमु;संतुलन;संतुलन;संतुलन;संतुलनम्;संतुलन
1390;8158;संतोष;संतोष;संतोष;संतोष;संतोष;संतोष;संतोष;संतोष;संतोषम्;संतोषमु;संतोष;संतोष;संतोष;संतोषम्;संतोष
1391;11986;संदर्भ;संदर्भ;संदर्भ;संदर्भ;null;संदर्भ;null;संदर्भ;null;संदर्भमु;संदर्भ;संदर्भ;null;संदर्भ्;संदर्भ
1392;147;संदेश;संदेश;संदेश;संदेश;संदेश;संदेश;null;संदेश;null;संदेशमु;संदेश;संदेश;संदेश;संदेशम्;संदेश
1393;6208;संदेह;संदेह;संदेह;संदेह;संदेह;संदेह;null;संदेह;संदेहम्;संदेहमु;संदेह;संदेह;संदेह;संदेहम्;संदेह
1394;8161;संधि;संधि;संधि;संधि;null;संधि;संधि;संधि;संधि;संधि;संधि;संधि;संधि;संधि;संधि
1395;8164;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या;संध्या
1396;6264;संपत्ति;संपत्ति;संपत्ति;संपत्ति;null;संपत्ति;संपत्ति;संपत्ति;संपत्ति;संपत्ति;संपत्ति;संपत्ति;संपत्ति;संपत्ति;संपत्ति
1397;25147;संपर्क;संपर्क;संपर्क;संपर्क;null;संपर्क;null;संपर्क;संपर्कमु;संपर्क;संपर्क;संपर्क;संपर्क;संपर्कम्;संपर्क
1398;10139;संपादक;संपादक;संपादक;संपादक;null;संपादक;संपादक;संपादक;null;संपादकुडु;संपादक;संपादक;संपादक;संपादकन्;संपादक
1399;11046;संपादन;संपादन;संपादन;संपादन;null;संपादन;null;संपादन;null;संपादन;संपादन;संपादन;संपादन;संपादनम्;संपादन
1400;8168;संप्रदाय;संप्रदाय;संप्रदाय;संप्रदाय;null;संप्रदाय;null;संप्रदाय;संप्रदायम्;संप्रदायमु;संप्रदाय;संप्रदाय;संप्रदाय;संप्रदायम्;संप्रदाय
1401;7767;संबंध;संबंध;संबंध;संबंध;संबंध;संबंध;संबंध;संबंध;संबंधम्;संबंधमु;संबंध;संबंध;संबंध;संबंधम्;संबंध
1402;1327;संभव;संभव;संभव;संभव;null;संभव;संभव;संभव;संभवम्;संभवमु;संभव;संभव;संभव;संभवम्;संभव
1403;2356;संभ्रांत;संभ्रांत;संभ्रांत;संभ्रांत;null;संभ्रांत;null;संभ्रांत;null;null;null;संभ्रांत;संभ्रांत;संभ्रांत;null
1404;1563;संयम;संयम;संयम;संयम;null;संयम;संयम;संयम;null;संयममु;संयम;संयम;संयम;संयमम्;संयम
1405;3155;संयोग;संयोग;संयोग;संयोग;null;संयोग;संयोग;संयोग;संयोगम्;संयोगमु;संयोग;संयोग;संयोग;संयोगम्;संयोग
1406;3698;संयोजक;संयोजक;संयोजक;संयोजक;null;संयोजक;null;संयोजक;null;संयोजकुडु;संयोजक;संयोजक;संयोजक;संयोजकन्;संयोजक
1407;7787;संरक्षक;संरक्षक;संरक्षक;संरख्यक;null;संरक्षक;null;संरक्षक;संरक्षकन्;संरक्षकुडु;संरक्षक;संरक्षक;null;संरक्षकन्;संरक्षक
1408;3566;संवाद;संवाद;संवाद;संवाद;null;संवाद;संवाद;संवाद;संवादम्;संवादुमु;संवाद;संवाद;संवाद;संवादम्;संवाद
1409;8353;संविधान;संविधान;संविधान;संविधान;null;संविधान;संविधान;संविधान;null;संविधानमु;संविधान;संविधान;संविधान;संविधानम्;संविधान
1410;103;संवेदना;संवेदना;संवेदना;संवेदना;null;संवेदना;null;संवेदना;null;संवेदना;संवेदना;संवेदना;null;संवेदना;संवेदना
1411;2158;संशय;संशय;संशय;संशय;null;संशय;संशय;संशय;संशयम्;संशयमु;संशय;संशय;संशय;संशयम्;संशय
1412;3029;संशोधन;संशोधन;संशोधन;संशोधन;null;संशोधन;संशोधन;संशोधन;null;संशोधनमु;संशोधन;संशोधन;संशोधन;संशोधनम्;संशोधन
1413;not in HWN;संसद्;संसद्;संसद;संसद;null;संसद्;संसद्;संसद;null;संसदमु;संसद;संसद;संसद;null;संसद
1414;1427;संसार;संसार;संसार;संसार;संसार;संसार;संसार;संसार;null;संसारमु;संसार;संसार;संसार;संसारम्;संसार
1415;8184;संस्करण;संस्करण;संस्करण;संस्करण;null;संस्करण;संस्करण;संस्करण;null;संस्करणमु;संस्करण;संस्करण;संस्करण;संस्करण;संस्करण
1416;950;संस्कार;संस्कार;संस्कार;संस्कार;null;संस्कार;संस्कार;संस्कार;संस्कारम्;संस्कारमु;संस्कार;संस्कार;संस्कार;संस्कारम्;संस्कार
1417;2728;संस्था;संस्था;संस्था;संस्था;null;संस्था;संस्था;संस्था;null;संस्थ;संस्था;संस्था;संस्था;संस्था;संस्था
1418;2728;संस्थान;संस्थान;संस्थान;संस्थान;null;संस्थान;null;संस्थान;null;संस्थानमु;संस्थान;संस्थान;null;संस्थान्;संस्थान
1419;10148;संस्मरण;संस्मरण;संस्मरण;संस्मरण;null;संस्मरण;null;संस्मरण;null;संस्मरणमु;संस्मरण;संस्मरण;null;संस्मरणम्;संस्मरण
1420;10817;संघर्ष;संघर्ष;संघर्ष;संघर्ष;null;संघर्ष;null;संघर्ष;null;संघर्षमु;संघर्ष;संघर्ष;संघर्ष;संघर्षम्;संघर्ष
1421;7944;संहार;संहार;संहार;संहार;null;संहार;संहार;संहार;संहारम्;संहारमु;संहार;संहार;संहार;संहारम्;संहार
1422;4829;सक्रिय;सक्रिय;सक्रिय;सक्रिय;null;सक्रिय;null;सक्रिय;null;null;null;सक्रिय;सक्रिय;सक्रियन्;सक्रिय
1423;715;सखा;सखा;सखा;सखा;null;सखा;null;सखा;सखा;सखुडु;सखा;सखा;सखा;सखा;सखा
1424;1354;सजीव;सजीव;सजीव;सजीव;null;सजीव;null;सजीव;null;सजीवमु;सजीव;सजीव;सजीवम्;सजीवम्;सजीव
1425;221;सज्जन;सज्जन;सज्जन;सज्जन;सज्जन;सज्जन;सज्जन;सज्जन;null;सज्जनुडु;सज्जन;सज्जन;सज्जन;सज्जनम्;सज्जन
1426;3284;सज्जा;सज्जा;सज्जा;सज्जा;null;सज्जा;सज्जा;सज्जा;null;सज्जा;सज्जा;सज्जा;null;सज्जा;null
1427;8198;सती;सती;सती;सती;सती;सती;सती;सती;सती;सती;सती;सती;सती;सती;सती
1428;1565;सत्य;सत्य;सत्य;सत्य;सत्य;सत्य;सत्य;सत्य;सत्यम्;सत्यमु;सत्य;सत्य;सत्य;सत्यम्;सत्य
1429;1842;सदाचार;सदाचार;सदाचार;सदाचार;null;सदाचार;सदाचार;सदाचार;null;सदाचारमु;सदाचार;सदाचार;सदाचार;सदाचारम्;सदाचार
1430;3079;सदृश;सदृश;सदृश;सदृश; null;सदृश;null;सदृश;सदृशम्;null;null;सदृश;सदृश;सदृशम्;null
1431;10172;सनातन;सनातन;सनातन;सनातन;null;सनातन;सनातन;सनातन;null;सनातनमु;सनातन;सनातन;सनातन;सनातनम्;सनातन
1432;not in HWN;सन्निकर्ष;सन्निकर्ष;सन्निकर्ष;सन्निकर्ष;null;सन्निकर्ष;null;सन्निकर्ष;null;सन्निकर्षमु;null;सन्निकर्ष;सन्निकर्ष;null;null
1433;3208;सफल;सफल;सफल;सफल;null;सफल;सफल;सफल;null;सफलमु;सफल;सफल;सफल;सफलम्;सफल
1434;2762;सभा;सभा;सभा;सभा;सभा;सभा;सभा;सभा;सभे;सभ;सभा;सभा;सभा;सभा;सभा
1435;31;सभ्य;सभ्य;सभ्य;सभ्य;null;सभ्य;null;सभ्य;null;सभ्यडु;सभ्य;सभ्य;सभ्य;सभ्यन्;सभ्य
1436;2832;सम;सम;सम;सम;null;सम;सम;सम;समम्;सममु;null;सम;सम;समम्;सम
1437;892;समक्ष;समक्ष;समक्ष;समख्य;null;समक्ष;null;समक्ष;null;समक्षु;null;समक्ष;समक्ष;समक्षम्;null
1438;78;समन्वय;समन्वय;समन्वय;समन्वय;null;समन्वय;null;समन्वय;null;समन्वयमु;null;समन्वय;समन्वय;समन्वयम्;null
1439;878;समय;समय;समय;समय;समय;समय;समय;समय;समयम्;समयमु;समय;समय;समय;समयम्;समय
1440;30;समर्थ;समर्थ;समर्थ;समर्थ;null;समर्थ;समर्थ;समर्थ;समर्थन्;समर्थमु;समर्थ;समर्थ;समर्थ;समर्थन्;समर्थ
1441;109;समर्थन;समर्थन;समर्थन;समर्थन;null;समर्थन;समर्थन;समर्थन;समर्थनम्;समर्थनमु;समर्थन;समर्थन;समर्थन;समर्थनम्;समर्थन
1442;10180;समर्पण;समर्पण;समर्पण;समर्पण;null;समर्पण;समर्पण;समर्पण;समर्प्पणम्;समर्पणमु;समर्पण;समर्पण;समर्पण;समर्पणम्;समर्पण
